,description,points,taster_twitter_handle,title,variety,winery
29274,"Despite its relatively low alcohol level, this comes across as reasonably mouthfilling and rich. Smoky notes from barrel fermentation emerge with air, accenting white nectarine and citrus fruit. It's one of the few blends of this type to show the textural interest of a good white Graves.",90,@JoeCz,Cullen 2011 Cullen Vineyard Sauvignon Blanc-Semillon (Margaret River),Sauvignon Blanc-Semillon,Cullen
42812,"A blend of co-fermented Syrah (60%) and Viognier, this wine is a very pretty pale copper color with just a tinge of salmon. It offers nuanced aromas of pear, strawberry and white flowers. The palate is dry and fresh, sleek but with depth and texture to the fruit flavors.",90,@wawinereport,Waters 2015 Rosé (Washington),Rosé,Waters
48505,"This lush and powerful selection opens with intense aromas of candied walnuts, orange rind, peanut brittle, dried apricot and vanilla-soaked oak. Round and plush in feel, it boasts a silky texture and decadent notes of apricot syrup, ginger-peach tea, clove-spiked orange and wood spice that are kept in check by ample acidity. A lovely pour that is delicious now yet will continue to hold well for another decade.",92,@laurbuzz,Terrassous 1992 Vin Doux Naturel White (Rivesaltes),Rhône-style White Blend,Terrassous
95060,"A blend of 60-40 Pinot Noir and Chardonnay, this beautifully textured wine offers white fruit, citrus and crisp apple flavors. These contrast with the yeast and cookie flavors that are developing after the long aging in the Lanson cellars. This impressive wine could still develop further. Drink now and until 2020.",95,@vossroger,Lanson NV Extra Age Brut  (Champagne),Champagne Blend,Lanson
40676,"This wine is all fruit, ripe and full in the mouth. Touches of wood aging have given an extra dimension to the berry fruits and bright acidity. It's ready to drink.",85,@vossroger,Casa Santos Lima 2013 Espiga Red (Lisboa),Portuguese Red,Casa Santos Lima
19947,"Lively, crisp wine from an estate founded by the Knights Templar in the 13th century. It is full of delicious red fruits, light acidity and a nervy, mineral aftertaste.",89,@vossroger,Commanderie de la Bargemone 2012 Rosé (Coteaux d'Aix-en-Provence),Rosé,Commanderie de la Bargemone
126149,"The shade of this Kathy Joseph creation is that of rosé-colored sunglasses. Such comfort is furthered with a cherry cola and maraschino cherry nose. A slight effervescent zing on the palate accompanies pomegranate flavors followed by an impressively long finish. Great with a fresh garden salad, but able to handle more substantial fare too, such as  breaded chicken cutlets or a cheeseburger.",89,@mattkettmann,Fiddlehead 2013 Rosé Pinot Noir (Sta. Rita Hills),Pinot Noir,Fiddlehead
22297,"The smell of ripe yellow plum and the thick, waxy peel of Bramley apples sets the aromatic tone on nose and palate. There is richness here, and ample, rounded fruit, while the palate stays dry and is brightened in its broadness by pleasantly tart, clear lemon acidity. Echoes of spice and lemons linger long.",92,@AnneInVino,Domaine Barmès-Buecher 2013 Clos Sand Riesling (Alsace),Riesling,Domaine Barmès-Buecher
4138,"In the crisp, balanced style of the producer, this nonvintage Champagne is light, poised and elegant. It is satisfyingly mature with good acidity and minerality. Lively and perfumed, it is ready to drink.",90,@vossroger,Billecart-Salmon NV Brut Réserve  (Champagne),Champagne Blend,Billecart-Salmon
124744,"This is gentle and soft with red berry fruits and some (possibly not enough) acidity. It's rounded and smooth, touched by caramel from short wood aging. Drink now.",84,@vossroger,Adega de Cantanhede 2012 Marquês de Marialva Colheita Seleccionada Red (Bairrada),Portuguese Red,Adega de Cantanhede
102051,"The Beaujolais appellation is the source of most Nouveau. But it also produces attractively fruity wines, full of cherries, that can be drunk over the two years following the harvest. Enjoy this wine this year.",84,@vossroger,Jean-Claude Debeaune 2011  Beaujolais,Gamay,Jean-Claude Debeaune
98169,"Named after King Henri IV, this is a powerful, ripe and still-structured wine. Big, rich tannins push the structure forward and boost the full black-plum flavors. It is complex, dense and still needing time. Drink from 2018.",88,@vossroger,Château Henry de France 2010  Côtes de Bordeaux,Bordeaux-style Red Blend,Château Henry de France
87879,"This wine has intense acidity along with red fruits, showing the freshness of the year. A smoky, burnt character from the wood aging needs to integrate, with a youthful crispness that needs to soften. Drink from 2020.",88,@vossroger,Domaine Jean Monnier et Fils 2014 Les Montrevenots Premier Cru  (Beaune),Pinot Noir,Domaine Jean Monnier et Fils
80942,"Lightly wood-flavored wine, emphasizing also the ripe peach and quince flavors. There is a spicy touch, just a sprinkling of nutmeg, the wine ripe and full.",88,@vossroger,Domaine Jessiaume 2008 Gravières Premier Cru  (Santenay),Chardonnay,Domaine Jessiaume
46560,"Lively, fresh and packed with sweet red fruits, this is a crisp and clean Crémant. Its acidity acts like a knife, bringing out the fresh wild strawberry flavors and aromatic aftertaste.",85,@vossroger,Cave de Bissey NV Brut Rosé  (Crémant de Bourgogne),Sparkling Blend,Cave de Bissey
1342,"Blackberry and chocolate flavors intertwine nicely in this soft, round and bright red from a tiny site in the appellation. Lightly spiced with clove and cedar, it strikes a balance between fruit and tension, making it a food-friendly option that won't overpower in the glass.",90,@vboone,Doren 2014 Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Doren
4268,"A blend of Sangiovese (53%), Cabernet Sauvignon (35%) and Merlot, this wine is aromatically locked up with notes of wet copper penny, cherry and herbs. The flavors are soft in feel with the oak seemingly dialed back. With time, the aromas and flavors may join together better.",85,@wawinereport,SuLei 2012 Dona Rae Red (Columbia Valley (WA)),Red Blend,SuLei
23928,"This is so heavy it's nearly a solid and not a liquid. Maximum ripeness is on display at all check points, especially the palate, which is syrupy, raisiny and viscous on the finish. This is as rich and ripe as it gets, like spineless Port. Tasted twice with inconsistencies; this review more greatly reflects the better bottle.",82,@wineschach,Nieto Senetiner 2010 Reserva Limited Edition Bonarda (Mendoza),Bonarda,Nieto Senetiner
82314,"This is a well-balanced and rich wine, with its tannins and acids giving it a sense of structure. With its black cherry and plum skin flavors, this is firm and smooth.",87,@vossroger,Domaine Dupré 2011 Haute Ronze  (Régnié),Gamay,Domaine Dupré
58153,A simple Sauvignon Blanc that tastes of cantaloupe. Serve it at a big outdoor party or any other time the focus is not entirely on the wine.,84,@vboone,Cable Car 2011 Sauvignon Blanc (Mendocino County),Sauvignon Blanc,Cable Car
63450,"Made with 70% Nero di Troia plus other varieties, this features aromas of ripe dark berry, bell pepper, game and tobacco. All of these carry over to the palate along with clove and ground black pepper. Assertive but drying tannins provide support. Drink through 2019.",89,@kerinokeefe,Rivera 2009 Il Falcone Riserva Red (Castel del Monte),Red Blend,Rivera
72665,"This is a bouncy, fresh, fruit-forward wine. Cherry-berry fruit shines from start to finish, ending with just a hint of cocoa. Drink now–2017.",86,@JoeCz,Château de Farel 2014 Red (Côtes du Rhône),Rhône-style Red Blend,Château de Farel
76440,"Jasmine and orange blossom dot the nose of this nicely made wine, a variety not often found in California. Apple rind defines the crisp, mineral-laden experience, focused and clear in its rocky texture of wet stone.",90,@vboone,Artesa 2015 Albariño (Carneros),Albariño,Artesa
113174,"Leafy aromas of field brush accent cassis, plum and oak-based clove scents. This feels obtuse and on the heavy side. Generic black-fruit flavors include a hint of raisin, while this Carmenère also tastes spicy and peppery. Baked berry flavors lead a chunky finish.",87,@wineschach,Ventisquero 2014 Reserva Carmenère (Colchagua Valley),Carmenère,Ventisquero
56562,"This Merlot has a fair splash of both Cabernet Sauvignon and Malbec. It does not shy away from underbrush accents of leaf and herb, adding complexity to the cherry fruit.",88,@paulgwine ,Roza Ridge 2009 Merlot (Rattlesnake Hills),Merlot,Roza Ridge
16167,"Compost, earth and spicy cardamom notes provide the savory intrigue of this full-bodied, expressive wine, with additional pine forest, pomegranate and orange peel flavors that add to its complexity and appeal. Sourced from several vineyards in the heart of the appellation, it represents the vintage and the location well.",93,@vboone,Rodney Strong 2014 Reserve Pinot Noir (Russian River Valley),Pinot Noir,Rodney Strong
57111,Unusual hints of mango hint at very ripe fruit. The slender palate counters this aromatic abundance with tenderly fresh notes of lemon zest and wood sorrel. The result is both delicious and refreshing.,90,@AnneInVino,Forstreiter 2015 Neuberg Grüner Veltliner (Kremstal),Grüner Veltliner,Forstreiter
7511,"Lemony oak sits atop a heady bouquet supported by woody, baked-berry aromas. This is fresh and fast-moving across the palate, with rooty, toasty flavors of baked black fruits. A peppery, toasty, chocolaty finish is solid, dense and layered. Drink through 2021.",92,@wineschach,Bodega Catena Zapata 2011 Nicolas Catena Zapata Red (Mendoza),Red Blend,Bodega Catena Zapata
71288,"A ripe wine, with white fruits and a touch of spice. The crisp minerality of Vinho Verde is all there, with a satisfyingly textured aftertaste.",89,@vossroger,Solar de Pinheiro 2009 White (Vinho Verde),Portuguese White,Solar de Pinheiro
15003,"A compact bouquet with dense aromas of leafy berry fruits and compost is not entirely fresh and pure. On the palate, this is packed with pulpy fruit, but there's isn't much nuance. Short, stocky berry, plum and spice flavors finish fleshy but a touch leafy and abrasive. Drink through 2028.",91,@wineschach,Remelluri 2010 Reserva  (Rioja),Red Blend,Remelluri
87417,"This château in the middle of the Clos de Vougeot claims fame as the only winery situated inside the walls of this fabled vineyard. This ripe, rich and concentrated wine is full of jammy strawberry fruits that are deepened by the wood aging. The structure and the density of this wine show that it will age well. Drink from 2023.",94,@vossroger,Château de la Tour 2013  Clos de Vougeot,Pinot Noir,Château de la Tour
74319,"This solid, chunky wine expresses dry tannins as much as ripe fruit. The structure is present, but the black currant note is still waiting for its chance to shine. Give it 4–5 years.",89,@vossroger,Château de Goëlane 2009  Bordeaux Supérieur,Bordeaux-style Red Blend,Château de Goëlane
38176,"This has fresh berry and flower aromas that lead to a healthy-feeling palate, which is full of cherry, boysenberry and blackberry flavors. Mildly toasty and chocolaty on the finish.",87,@wineschach,Valentin Bianchi 2011 Elsa Malbec (Mendoza),Malbec,Valentin Bianchi
71761,"Blended with smaller amounts of Merlot and Petit Verdot, this mighty wine offers a depth and concentration of berry pie, chocolate and vanilla within a moderately structured amount of acidity. Bright cassis and currant add some freshness.",90,@vboone,Lobo 2013 Wulff Vineyards Cabernet Sauvignon (Atlas Peak),Cabernet Sauvignon,Lobo
7735,"Light aromas of red cherry and cranberry meet with thyme and wild herbs on the reserved nose of this appellation blend. It's energetic and light on the palate, where thyme, marjoram and cedar flavors dominate the red fruit.",88,@mattkettmann,Sextant 2014 Pinot Noir (Santa Lucia Highlands),Pinot Noir,Sextant
123708,"Fresh doughy aromas, crisp citrus and apple flavors, and a light blanket of buttery nutty nuances make this a delicious and complex wine. It's light to medium in body, has a smooth texture and vivid fruit.",89,@gordone_cellars,Toad Hollow 2016 Francine's Selection Unoaked Chardonnay (Mendocino County),Chardonnay,Toad Hollow
20420,"Aromas of toffee-covered caramel apple, crème brûlée and a touch of petrol combine forcefully to invite one into this otherwise light-bodied, expressive wine, the texture salty and sublime.",88,@vboone,Joseph Carr 2014 Chardonnay (Sonoma Coast),Chardonnay,Joseph Carr
